Name,Formula,Class,TC,DB,count,Molecular Weight,Sample,RT [min],Area
PC(16:1_16:1),C40 H76 N O8 P,PC,32,02,52,729.52826,Area: s06_77.raw (F30),7.528,190514642.57651
PE(16:1_18:1),C39 H74 N O8 P,PE,34,02,52,715.51311,Area: s06_77.raw (F30),9.693,310695614.354449
TG(4:0_18:1_16:0) +NH4,C41 H76 O6,TG,38,01,45,664.56156,Area: s06_77.raw (F30),17.518,171099994.358342
PC(18:0_18:2),C44 H84 N O8 P,PC,36,02,52,785.5906,Area: s06_77.raw (F30),11.319,163641840.006192
PC(16:0_16:1),C40 H78 N O8 P,PC,32,01,52,731.54394,Area: s06_77.raw (F30),9.116,207546026.234519
PC(16:0_18:1),C42 H82 N O8 P,PC,34,01,52,759.57513,Area: s06_77.raw (F30),11.175,184703199.462084
TG(16:0_16:0_16:1) +NH4,C51 H96 O6,TG,48,01,49,804.71763,Area: s06_77.raw (F30),21.056,112133.965745055
TG(16:1_16:1_16:0) +NH4,C51 H94 O6,TG,48,02,49,802.70214,Area: s06_77.raw (F30),20.595,499765898.967253
TG(4:0_16:1_16:0) +NH4,C39 H72 O6,TG,36,01,40,636.53039,Area: s06_77.raw (F30),16.083,112658323.128213
TG(16:0_16:1_18:1) +NH4,C53 H98 O6,TG,50,02,52,830.73307,Area: s06_77.raw (F30),21.021,504428386.886041
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,TG,50,01,47,832.74885,Area: s06_77.raw (F30),21.39,290760034.341201
PE(16:0_18:1),C39 H76 N O8 P,PE,34,01,52,717.52894,Area: s06_77.raw (F30),11.685,133750420.541455
PE(18:1_18:1),C41 H78 N O8 P,PE,36,02,52,743.54441,Area: s06_77.raw (F30),11.827,142610858.283578
TG(16:0_18:1_18:1) +NH4,C55 H102 O6,TG,52,02,33,858.76436,Area: s06_77.raw (F30),21.356,374858854.451704
PE(18:0_18:3),C41 H76 N O8 P,PE,36,03,52,741.52894,Area: s06_77.raw (F30),10.098,128344383.085062
PC(16:0_18:3),C42 H78 N O8 P,PC,34,03,52,755.54391,Area: s06_77.raw (F30),7.879,89400377.8066064
PC(18:1_18:3),C44 H80 N O8 P,PC,36,04,52,781.55948,Area: s06_77.raw (F30),8.396,54786348.5624557
PE(16:1_16:1),C37 H70 N O8 P,PE,32,02,52,687.48206,Area: s06_77.raw (F30),7.856,82125737.6913113
PC(18:1_18:2),C44 H82 N O8 P,PC,36,03,52,783.57498,Area: s06_77.raw (F30),9.671,121435524.329678
TG(18:0_18:1_16:0) +NH4,C55 H104 O6,TG,52,01,35,860.77992,Area: s06_77.raw (F30),21.675,12430.7536909087
TG(16:1_16:1_18:1) +NH4,C53 H96 O6,TG,50,03,19,828.71772,Area: s06_77.raw (F30),20.571,248872087.544502
LPC(18:1),C26 H52 N O7 P,LPC,18,01,51,521.34616,Area: s06_77.raw (F30),3.023,56258458.497716
TG(16:1_16:1_16:1) +NH4,C51 H92 O6,TG,48,03,39,800.68646,Area: s06_77.raw (F30),19.98,163477090.130115
PE(16:1_18:2),C39 H72 N O8 P,PE,34,03,52,713.49779,Area: s06_77.raw (F30),8.208,54934485.5651569
PE(16:0_16:1),C37 H72 N O8 P,PE,32,01,52,689.49767,Area: s06_77.raw (F30),9.55,54005158.1362052
LPC(16:1),C24 H48 N O7 P,LPC,16,01,52,493.31494,Area: s06_77.raw (F30),2.151,52116081.1565258
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,51,479.29985,Area: s06_77.raw (F30),3.141,49017644.3126961
TG(16:1_16:1_6:0) +NH4,C41 H74 O6,TG,38,02,32,662.54591,Area: s06_77.raw (F30),16.092,36799257.8672002
PE(18:2_18:2),C41 H74 N O8 P,PE,36,04,52,739.51327,Area: s06_77.raw (F30),8.773,32643645.9507101
PE(12:0p_24:0),C41 H82 N O7 P,PE,36,0p,52,731.58125,Area: s06_77.raw (F30),15.623,27963022.26219
TG(16:1_14:0_16:1) +NH4,C49 H90 O6,TG,46,02,36,774.67094,Area: s06_77.raw (F30),20.002,2742310.21167014
TG(4:0_16:1_14:0) +NH4,C37 H68 O6,TG,34,01,30,608.49918,Area: s06_77.raw (F30),14.396,10920953.8864517
PE(18:0e_18:3),C41 H78 N O7 P,PE,36,3e,52,727.54987,Area: s06_77.raw (F30),12.386,27729576.8641367
PC(16:0_18:3),C42 H78 N O8 P,PC,34,03,50,755.54394,Area: s06_77.raw (F30),8.295,23638483.906679
PE(18:0_18:1),C41 H80 N O8 P,PE,36,01,52,745.56043,Area: s06_77.raw (F30),14.175,23686747.7724035
PC(16:1_18:3),C42 H76 N O8 P,PC,34,04,52,753.52827,Area: s06_77.raw (F30),6.87,18591458.1902807
PE(10:0p_6:0),C21 H42 N O7 P,PE,16,0p,52,451.2687,Area: s06_77.raw (F30),2.237,18670534.0885564
PI(16:1_18:1),C43 H79 O13 P,PI,34,02,52,834.52418,Area: s06_77.raw (F30),8.036,14049104.6410329
PS(16:1_20:1),C42 H78 N O10 P,PS,36,02,27,787.53441,Area: s06_77.raw (F30),10.09,17664417.4883717
PE(12:0p_22:0),C39 H78 N O7 P,PE,34,0p,52,703.54997,Area: s06_77.raw (F30),13.475,10893515.9711512
TG(16:1_14:1_16:1) +NH4,C49 H88 O6,TG,46,03,3,772.65563,Area: s06_77.raw (F30),19.345,7943.14182804476
TG(18:1_18:1_18:0) +NH4,C57 H106 O6,TG,54,02,6,886.79603,Area: s06_77.raw (F30),21.646,46821808.4685576
PC(16:1_14:0),C38 H74 N O8 P,PC,30,01,52,703.5128,Area: s06_77.raw (F30),7.396,8912909.53533414
PE(18:3_18:2),C41 H72 N O8 P,PE,36,05,52,737.49752,Area: s06_77.raw (F30),7.46,13657505.2005315
PE(18:0e_18:2),C41 H80 N O7 P,PE,36,2e,52,729.56553,Area: s06_77.raw (F30),14.008,11490948.4996865
LPC(18:2),C26 H50 N O7 P,LPC,18,02,51,519.33065,Area: s06_77.raw (F30),2.359,11908138.1322941
PE(18:0p_18:1),C41 H80 N O7 P,PE,36,1p,52,729.56563,Area: s06_77.raw (F30),15.278,8701186.7649415
DG(16:0_18:1) +NH4,C37 H70 O5,DG,34,01,52,594.52022,Area: s06_77.raw (F30),15.198,8635523.53042874
TG(4:0_16:1_16:1) +NH4,C39 H70 O6,TG,36,02,13,634.51496,Area: s06_77.raw (F30),14.098,3559924.57317058
PE(16:1_18:3),C39 H70 N O8 P,PE,34,04,52,711.48222,Area: s06_77.raw (F30),7.145,9044966.78848237
PC(18:0_16:0),C42 H84 N O8 P,PC,34,00,48,761.59081,Area: s06_77.raw (F30),13.53,8314459.50746946
PS(39:1),C45 H86 N O10 P,PS,39,01,52,831.59848,Area: s06_77.raw (F30),11.321,12095792.9830628
PE(18:2_18:2),C41 H74 N O8 P,PE,36,04,28,739.51326,Area: s06_77.raw (F30),8.565,8960934.75136204
PC(18:3_18:2),C44 H78 N O8 P,PC,36,05,51,779.54377,Area: s06_77.raw (F30),7.173,10368973.2833171
CerP(d21:2_18:0+O),C39 H76 N O7 P,CerP,d39,2+O,50,701.5334,Area: s06_77.raw (F30),11.02,159305.326847146
PE(18:3_18:3),C41 H70 N O8 P,PE,36,06,52,735.4822,Area: s06_77.raw (F30),6.525,6227148.7026733
PE(8:1e_10:1),C23 H44 N O7 P,PE,18,2e,52,477.28441,Area: s06_77.raw (F30),2.477,7519564.57216601
LPC(16:0),C24 H50 N O7 P,LPC,16,00,49,495.33073,Area: s06_77.raw (F30),2.836,4914078.03669889
PI(16:0_16:1),C41 H77 O13 P,PI,32,01,52,808.50874,Area: s06_77.raw (F30),7.9,6075560.11136991
TG(20:0e_16:1_18:1) +NH4,C57 H108 O5,TG,54,2e,52,872.81689,Area: s06_77.raw (F30),22.06,8227422.66160528
PG(16:0_18:2),C40 H75 O10 P,PG,34,02,52,746.50824,Area: s06_77.raw (F30),8.615,4871278.38979359
PI(16:0_18:1),C43 H81 O13 P,PI,34,01,52,836.53979,Area: s06_77.raw (F30),9.721,6814621.93468619
PI(18:1_18:2),C45 H81 O13 P,PI,36,03,52,860.53964,Area: s06_77.raw (F30),8.388,8278613.48025575
DG(16:1_18:1) +NH4,C37 H68 O5,DG,34,02,51,592.5046,Area: s06_77.raw (F30),12.935,7303111.67384502
PC(18:3_18:3),C44 H76 N O8 P,PC,36,06,52,777.52829,Area: s06_77.raw (F30),6.298,1621869.02202581
PI(18:2_18:2),C45 H79 O13 P,PI,36,04,52,858.52418,Area: s06_77.raw (F30),7.337,5128416.45913041
PC(17:1_18:1),C43 H82 N O8 P,PC,35,02,52,771.57522,Area: s06_77.raw (F30),10.279,5510800.70910473
CerP(d21:2_18:0+O),C39 H76 N O7 P,CerP,d39,2+O,52,701.53445,Area: s06_77.raw (F30),13.023,3521177.74070565
DG(18:1_18:1) +NH4,C39 H72 O5,DG,36,02,51,620.53583,Area: s06_77.raw (F30),15.239,5257025.03597859
TG(18:0e_16:1_18:1) +NH4,C55 H104 O5,TG,52,2e,52,844.78549,Area: s06_77.raw (F30),21.823,7703703.1355865
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,52,479.30074,Area: s06_77.raw (F30),2.145,5943943.01300321
PI(18:0_18:2),C45 H83 O13 P,PI,36,02,52,862.55529,Area: s06_77.raw (F30),9.831,6650670.90807022
TG(18:0e_16:0_18:1) +NH4,C55 H106 O5,TG,52,1e,51,846.80124,Area: s06_77.raw (F30),22.098,3183316.42621202
PI(16:1_16:1),C41 H75 O13 P,PI,32,02,52,806.4932,Area: s06_77.raw (F30),6.586,2956942.24551938
PC(17:0_18:1),C43 H84 N O8 P,PC,35,01,52,773.59063,Area: s06_77.raw (F30),11.809,10226384.8637531
PG(16:0_16:1),C38 H73 O10 P,PG,32,01,52,720.49272,Area: s06_77.raw (F30),8.252,3640737.68657816
DG(16:0_16:1) +NH4,C35 H66 O5,DG,32,01,52,566.48902,Area: s06_77.raw (F30),12.858,4943471.00026347
TG(4:0_16:1_16:1) +NH4,C39 H70 O6,TG,36,02,3,634.51484,Area: s06_77.raw (F30),14.432,4033.85450852057
LPC(16:0),C24 H50 N O7 P,LPC,16,00,51,495.33073,Area: s06_77.raw (F30),3.066,3692115.54925547
PE(16:1_20:1),C41 H78 N O8 P,PE,36,02,51,743.54409,Area: s06_77.raw (F30),8.395,2230868.7226901
PE(8:0e_10:3),C23 H42 N O7 P,PE,18,3e,52,475.26877,Area: s06_77.raw (F30),2.002,3069770.68384659
TG(18:0e_16:1_16:0) +NH4,C53 H102 O5,TG,50,1e,52,818.77009,Area: s06_77.raw (F30),21.847,2693658.73295483
LPC(18:3),C26 H48 N O7 P,LPC,18,03,52,517.31521,Area: s06_77.raw (F30),1.938,2548226.11662258
PS(18:3_18:3),C42 H70 N O10 P,PS,36,06,52,779.47207,Area: s06_77.raw (F30),5.698,2133151.28979488
PC(20:0e_14:1),C42 H84 N O7 P,PC,34,1e,52,745.59614,Area: s06_77.raw (F30),13.02,2114342.45754293
CerP(t38:1+O),C38 H76 N O8 P,CerP,t38,1+O,51,705.52849,Area: s06_77.raw (F30),8.936,2872449.92240192
PG(16:0_18:1),C40 H77 O10 P,PG,34,01,52,748.52412,Area: s06_77.raw (F30),10.087,2512429.10225393
PE(10:0e_6:0),C21 H44 N O7 P,PE,16,0e,51,453.28433,Area: s06_77.raw (F30),3.157,2547797.12789287
PS(18:1_18:2),C42 H76 N O10 P,PS,36,03,51,785.51831,Area: s06_77.raw (F30),8.59,2803939.49173251
PS(18:0_18:1),C42 H80 N O10 P,PS,36,01,52,789.55022,Area: s06_77.raw (F30),12.214,2978600.03404067
PI(16:0_18:3),C43 H77 O13 P,PI,34,03,48,832.50871,Area: s06_77.raw (F30),6.871,2153639.34092675
PC(19:0_18:1),C45 H88 N O8 P,PC,37,01,52,801.62203,Area: s06_77.raw (F30),14.269,2296434.73116752
PE(20:0e_18:1),C43 H86 N O7 P,PE,38,1e,52,759.61232,Area: s06_77.raw (F30),17.192,2487659.46868374
PA(58:0),C61 H121 O8 P,PA,58,00,52,1012.87744,Area: s06_77.raw (F30),17.787,898458.354487301
PG(18:1_18:2),C42 H77 O10 P,PG,36,03,52,772.52372,Area: s06_77.raw (F30),8.743,2539889.87831799
TG(20:0e_18:1_18:1) +NH4,C59 H112 O5,TG,56,2e,43,900.84825,Area: s06_77.raw (F30),22.317,2934060.24532933
DG(34:3e),C37 H68 O4,DG,34,3e,52,576.50967,Area: s06_77.raw (F30),21.382,5299533.8469433
PC(32:2),C40 H76 N O8 P,PC,32,02,52,729.52955,Area: s06_77.raw (F30),10.707,2068938.61304584
DG(16:1_16:1) +NH4,C35 H64 O5,DG,32,02,46,564.47336,Area: s06_77.raw (F30),10.628,4451093.17317524
DG(32:3e),C35 H64 O4,DG,32,3e,52,548.47855,Area: s06_77.raw (F30),8.248,1914587.96147362
PC(16:1_17:0),C41 H80 N O8 P,PC,33,01,35,745.55946,Area: s06_77.raw (F30),9.657,6796724.66977519
PG(16:0_18:3),C40 H73 O10 P,PG,34,03,48,744.49265,Area: s06_77.raw (F30),7.157,1768964.5994875
PE(20:0e_18:2),C43 H84 N O7 P,PE,38,2e,52,757.59645,Area: s06_77.raw (F30),16.086,2382742.46384505
DG(34:4e),C37 H66 O4,DG,34,4e,44,574.49403,Area: s06_77.raw (F30),8.05,2693680.06903155
PE(20:0e_18:3),C43 H82 N O7 P,PE,38,3e,52,755.58115,Area: s06_77.raw (F30),14.91,2326546.34721105
PS(16:0_18:1),C40 H76 N O10 P,PS,34,01,52,761.51878,Area: s06_77.raw (F30),9.984,3308882.37723464
PS(18:1_18:3),C42 H74 N O10 P,PS,36,04,52,783.50266,Area: s06_77.raw (F30),7.502,2300029.85276197
PS(16:1_18:1),C40 H74 N O10 P,PS,34,02,52,759.5028,Area: s06_77.raw (F30),8.222,2559243.80085094
PI(18:3_18:3),C45 H75 O13 P,PI,36,06,52,854.49286,Area: s06_77.raw (F30),5.592,1528631.69044097
PI(18:3_18:2),C45 H77 O13 P,PI,36,05,52,856.50853,Area: s06_77.raw (F30),6.3,1477437.60905366
PE(20:0_18:1),C43 H84 N O8 P,PE,38,01,52,773.59143,Area: s06_77.raw (F30),16.165,1809983.27532383
DG(34:3e),C37 H68 O4,DG,34,3e,49,576.50961,Area: s06_77.raw (F30),17.523,1446759.51648604
DG(32:3e),C35 H64 O4,DG,32,3e,47,548.47841,Area: s06_77.raw (F30),16.074,971094.715622942
DG(20:3e),C23 H40 O4,DG,20,3e,51,380.29108,Area: s06_77.raw (F30),16.089,1162053.86595531
PI(16:0_18:3),C43 H77 O13 P,PI,34,03,52,832.50866,Area: s06_77.raw (F30),7.224,777827.309312599
PE(20:1_18:1),C43 H82 N O8 P,PE,38,02,52,771.57627,Area: s06_77.raw (F30),14.148,545603.100546047
DG(32:3e),C35 H64 O4,DG,32,3e,51,548.47844,Area: s06_77.raw (F30),20.599,3790570.27129576
PA(36:0_22:0),C61 H121 O8 P,PA,58,00,51,1012.87736,Area: s06_77.raw (F30),17.006,649663.827270535
PG(16:1_16:1),C38 H71 O10 P,PG,32,02,52,718.47729,Area: s06_77.raw (F30),6.863,1252352.52423325
TG(20:1e_16:1_18:1) +NH4,C57 H106 O5,TG,54,3e,44,870.8007,Area: s06_77.raw (F30),21.789,2524487.01828876
PI(16:1_18:1),C43 H79 O13 P,PI,34,02,42,834.52463,Area: s06_77.raw (F30),8.256,2578272.05933233
TG(18:0e_16:1_16:1) +NH4,C53 H100 O5,TG,50,2e,51,816.7543,Area: s06_77.raw (F30),21.558,3129152.17432806
PI(18:0_18:1),C45 H85 O13 P,PI,36,01,52,864.57108,Area: s06_77.raw (F30),11.899,1756995.13912717
PE(20:2e_19:0),C44 H86 N O7 P,PE,39,2e,50,771.61153,Area: s06_77.raw (F30),13.506,1048891.96565169
PC(36:1e),C44 H88 N O7 P,PC,36,1e,52,773.6272,Area: s06_77.raw (F30),15.351,729798.63357067
PE(16:1_14:0),C35 H68 N O8 P,PE,30,01,52,661.46658,Area: s06_77.raw (F30),7.695,1047248.6115094
Cer(d16:1_20:0),C36 H71 N O3,Cer,d36,1,52,565.54168,Area: s06_77.raw (F30),13.964,1808248.66157928
PE(16:0e_16:1),C37 H74 N O7 P,PE,32,1e,52,675.51863,Area: s06_77.raw (F30),10.996,1366044.23359112
PC(18:2_14:1),C40 H74 N O8 P,PC,32,03,52,727.51294,Area: s06_77.raw (F30),6.722,1239088.56437044
PC(6:0_22:1),C36 H70 N O8 P,PC,28,01,52,675.48179,Area: s06_77.raw (F30),6.055,897032.938313576
PC(16:0_12:0),C36 H72 N O8 P,PC,28,00,52,677.49737,Area: s06_77.raw (F30),7.272,673527.143798742
DG(32:3e),C35 H64 O4,DG,32,3e,52,548.47856,Area: s06_77.raw (F30),7.901,1269257.68197813
PA(43:2),C46 H87 O8 P,PA,43,02,50,798.60949,Area: s06_77.raw (F30),8.596,6020164.05748918
PG(16:0_18:3),C40 H73 O10 P,PG,34,03,52,744.49252,Area: s06_77.raw (F30),7.546,1196973.28197657
PG(18:1_18:3) +NH4,C42 H75 O10 P,PG,36,04,52,770.50816,Area: s06_77.raw (F30),7.644,866107.284535459
PG(18:1_18:1),C42 H79 O10 P,PG,36,02,52,774.53955,Area: s06_77.raw (F30),10.221,1085550.17554188
TG(18:0_22:1_22:6),C65 H112 O6,TG,62,07,22,988.85091,Area: s06_77.raw (F30),17.794,803499.935173457
PS(16:1_20:4),C42 H72 N O10 P,PS,36,05,52,781.4874,Area: s06_77.raw (F30),6.441,1255247.8510325
PI(16:1_18:3),C43 H75 O13 P,PI,34,04,52,830.49302,Area: s06_77.raw (F30),6.057,744353.190765868
DG(20:2e),C23 H42 O4,DG,20,2e,51,382.30693,Area: s06_77.raw (F30),17.526,769376.65356089
CerP(d21:2_18:0+O),C39 H76 N O7 P,CerP,d39,2+O,51,701.53416,Area: s06_77.raw (F30),11.466,870794.836961954
Cer(d17:0_21:1),C38 H75 N O3,Cer,d38,1,52,593.57282,Area: s06_77.raw (F30),15.893,269988.903436279
PS(14:1e_19:1),C39 H74 N O9 P,PS,33,2e,52,731.50848,Area: s06_77.raw (F30),6.473,545527.410408319
DG(36:5e),C39 H68 O4,DG,36,5e,52,600.50971,Area: s06_77.raw (F30),8.388,1115817.42809589
PG(16:0_18:2),C40 H75 O10 P,PG,34,02,38,746.50937,Area: s06_77.raw (F30),8.367,921719.413322585
PC(18:0e_18:3),C44 H84 N O7 P,PC,36,3e,52,769.59575,Area: s06_77.raw (F30),11.887,1897498.98372255
DG(34:5e),C37 H64 O4,DG,34,5e,38,572.47843,Area: s06_77.raw (F30),7.191,577798.26614661
PE(20:1e_18:1),C43 H84 N O7 P,PE,38,2e,52,757.5965,Area: s06_77.raw (F30),15.479,809627.763318161
PC(20:1_18:1),C46 H88 N O8 P,PC,38,02,43,813.62209,Area: s06_77.raw (F30),13.694,1247066.99728335
DG(32:4e),C35 H62 O4,DG,32,4e,43,546.46293,Area: s06_77.raw (F30),6.866,331790.971298694
PE(16:0_16:0),C37 H74 N O8 P,PE,32,00,52,691.51348,Area: s06_77.raw (F30),11.49,1013480.3475067
PE(12:0p_24:1),C41 H80 N O7 P,PE,36,1p,52,729.56551,Area: s06_77.raw (F30),13.336,865381.946905443
DG(36:6e),C39 H66 O4,DG,36,6e,52,598.49419,Area: s06_77.raw (F30),7.356,929159.70947422
DG(34:4e),C37 H66 O4,DG,34,4e,52,574.49401,Area: s06_77.raw (F30),9.691,3293271.96759912
PE(17:0_19:0),C41 H82 N O8 P,PE,36,00,52,747.57512,Area: s06_77.raw (F30),11.645,1072227.1277267
DG(34:3e),C37 H68 O4,DG,34,3e,52,576.50972,Area: s06_77.raw (F30),11.682,1895947.61698658
PC(20:0_18:1),C46 H90 N O8 P,PC,38,01,51,815.63768,Area: s06_77.raw (F30),15.939,1323189.56739684
PE(20:0p_18:1),C43 H84 N O7 P,PE,38,1p,52,757.59658,Area: s06_77.raw (F30),16.939,576667.589832648
PE(8:0e_10:0),C23 H48 N O7 P,PE,18,0e,51,481.31561,Area: s06_77.raw (F30),4.177,730930.841336377
PE(19:0_18:1),C42 H82 N O8 P,PE,37,01,50,759.57676,Area: s06_77.raw (F30),14.712,249783.81500253
DG(34:3e),C37 H68 O4,DG,34,3e,47,576.50967,Area: s06_77.raw (F30),21.03,2426041.16903488
DG(32:4e),C35 H62 O4,DG,32,4e,52,546.4629,Area: s06_77.raw (F30),7.858,1007871.59110265
DG(32:4e),C35 H62 O4,DG,32,4e,50,546.46293,Area: s06_77.raw (F30),6.594,296070.302148909
PE(9:0_24:2),C38 H72 N O8 P,PE,33,02,52,701.49797,Area: s06_77.raw (F30),8.729,1132425.36708736
TG(20:1e_18:1_18:1) +NH4,C59 H110 O5,TG,56,3e,40,898.83216,Area: s06_77.raw (F30),22.017,1870001.15379839
PE(16:1_20:1),C41 H78 N O8 P,PE,36,02,30,743.54419,Area: s06_77.raw (F30),8.627,1255374.35726505
PE(18:1e_18:3),C41 H76 N O7 P,PE,36,4e,52,725.5341,Area: s06_77.raw (F30),11.956,1428508.61951398
LPC(14:0),C22 H46 N O7 P,LPC,14,00,52,467.29971,Area: s06_77.raw (F30),2.029,566205.256290185
PG(16:1_18:3),C40 H71 O10 P,PG,34,04,52,742.47718,Area: s06_77.raw (F30),6.302,426283.123891696
LPC(18:0),C26 H54 N O7 P,LPC,18,00,51,523.36211,Area: s06_77.raw (F30),4.11,437864.025263884
Cer(d14:1_20:0),C34 H67 N O3,Cer,d34,1,52,537.51067,Area: s06_77.raw (F30),11.316,1001888.27638976
CerP(t17:1_18:2+2O),C35 H66 N O9 P,CerP,t35,3+2O,51,675.44533,Area: s06_77.raw (F30),3.978,230427.313965563
PI(18:0_18:3),C45 H81 O13 P,PI,36,03,49,860.53988,Area: s06_77.raw (F30),8.955,859669.934103071
LPC(14:1),C22 H44 N O7 P,LPC,14,01,52,465.28412,Area: s06_77.raw (F30),1.645,499464.493782047
DG(34:3e),C37 H68 O4,DG,34,3e,38,576.5097,Area: s06_77.raw (F30),21.698,1186506.51699639
PE(34:3e),C39 H74 N O7 P,PE,34,3e,52,699.51853,Area: s06_77.raw (F30),10.022,382938.306365131
DG(36:5e),C39 H68 O4,DG,36,5e,7,600.5098,Area: s06_77.raw (F30),8.75,583874.980652243
PC(38:2),C46 H88 N O8 P,PC,38,02,30,813.62198,Area: s06_77.raw (F30),14.424,1300873.57626362
PS(26:2e),C32 H60 N O9 P,PS,26,2e,52,633.3989,Area: s06_77.raw (F30),4.021,181317.327439264
PC(8:1e_9:0),C25 H50 N O7 P,PC,17,1e,51,507.33094,Area: s06_77.raw (F30),2.553,423241.533130539
PG(18:3_18:2),C42 H73 O10 P,PG,36,05,52,768.4926,Area: s06_77.raw (F30),6.555,313737.09546067
DG(6:0_10:1),C19 H34 O5,DG,16,01,43,342.23868,Area: s06_77.raw (F30),1.196,225265.7667689
CerP(t17:1_16:1+2O),C33 H64 N O9 P,CerP,t33,2+2O,51,649.42989,Area: s06_77.raw (F30),3.93,167655.125230976
PC(33:4),C41 H74 N O8 P,PC,33,04,44,739.51204,Area: s06_77.raw (F30),11.649,2552559.07120283
PC(18:0_17:0),C43 H86 N O8 P,PC,35,00,13,775.60601,Area: s06_77.raw (F30),12.691,1268718.1704004
PS(38:4),C44 H78 N O10 P,PS,38,04,52,811.53337,Area: s06_77.raw (F30),11.881,2183636.78196551
PC(16:1_14:1),C38 H72 N O8 P,PC,30,02,33,701.49741,Area: s06_77.raw (F30),6.302,2271322.07854151
PS(16:1_16:1),C38 H70 N O10 P,PS,32,02,52,731.47239,Area: s06_77.raw (F30),6.738,303656.332573532
Cer(d14:2_22:0),C36 H69 N O3,Cer,d36,2,41,563.5259,Area: s06_77.raw (F30),12.844,589728.999092203
PS(36:4),C42 H74 N O10 P,PS,36,04,51,783.50252,Area: s06_77.raw (F30),9.766,1249334.89167081
PS(38:3e),C44 H82 N O9 P,PS,38,3e,52,799.56987,Area: s06_77.raw (F30),15.627,1181630.63634622
DG(34:5e),C37 H64 O4,DG,34,5e,46,572.47836,Area: s06_77.raw (F30),7.541,290047.420380684
PS(16:1_18:2),C40 H72 N O10 P,PS,34,03,46,757.48783,Area: s06_77.raw (F30),7.023,253975.841445814
PS(18:1_20:2),C44 H80 N O10 P,PS,38,03,52,813.54918,Area: s06_77.raw (F30),14.183,747072.413704207
PS(18:1_20:4),C44 H76 N O10 P,PS,38,05,51,809.51665,Area: s06_77.raw (F30),10.129,1072092.6564958
PE(20:0_18:2),C43 H82 N O8 P,PE,38,02,29,771.57622,Area: s06_77.raw (F30),14.804,669900.815431843
Oleic acid,C18 H34 O2,NA,NA,NA,51,282.2554,Area: s06_77.raw (F30),3.138,400691.657957397
PI(16:0_14:1),C39 H73 O13 P,PI,30,01,38,780.47636,Area: s06_77.raw (F30),6.479,128486.731594064
PS(36:3),C42 H76 N O10 P,PS,36,03,52,785.51813,Area: s06_77.raw (F30),11.652,1682344.06872042
PS(38:4e),C44 H80 N O9 P,PS,38,4e,52,797.55428,Area: s06_77.raw (F30),15.283,374986.086854248
PS(33:0),C39 H76 N O10 P,PS,33,00,49,749.52033,Area: s06_77.raw (F30),7.383,788125.074788968
LPC(17:0),C25 H52 N O7 P,LPC,17,00,49,509.34632,Area: s06_77.raw (F30),3.144,398013.281686946
PE(8:1e_9:0),C22 H44 N O7 P,PE,17,1e,51,465.28449,Area: s06_77.raw (F30),2.675,201132.724517101
PS(24:1e),C30 H58 N O9 P,PS,24,1e,51,607.38327,Area: s06_77.raw (F30),4.014,58344.0724896165
PG(18:1_18:3) +NH4,C42 H75 O10 P,PG,36,04,11,770.51001,Area: s06_77.raw (F30),7.448,202029.018076316
PS(38:5e),C44 H78 N O9 P,PS,38,5e,52,795.53864,Area: s06_77.raw (F30),12.394,683481.688620349
PS(38:6),C44 H74 N O10 P,PS,38,06,52,807.50175,Area: s06_77.raw (F30),8.792,377452.276744472
PS(38:4e),C44 H80 N O9 P,PS,38,4e,52,797.55428,Area: s06_77.raw (F30),13.994,386812.036673892
PE(16:4_21:1),C42 H74 N O8 P,PE,37,05,28,751.51137,Area: s06_77.raw (F30),6.23,167609.671685225
PC(19:0_18:1),C45 H88 N O8 P,PC,37,01,51,801.63266,Area: s06_77.raw (F30),14.367,82954.7445875913
PS(33:2),C39 H72 N O10 P,PS,33,02,48,745.48765,Area: s06_77.raw (F30),4.339,105164.25904867
PC(9:0_9:0),C26 H52 N O8 P,PC,18,00,52,537.34147,Area: s06_77.raw (F30),1.813,198444.631217197
PS(18:3_18:3),C42 H70 N O10 P,PS,36,06,7,779.47112,Area: s06_77.raw (F30),6.105,131953.028408923
PS(34:4),C40 H70 N O10 P,PS,34,04,52,755.47093,Area: s06_77.raw (F30),7.863,813954.359364385
PC(8:0_10:1),C26 H50 N O8 P,PC,18,01,52,535.32576,Area: s06_77.raw (F30),1.595,106796.739608765
PE(6:0_12:1),C23 H44 N O8 P,PE,18,01,51,493.27912,Area: s06_77.raw (F30),1.628,57895.8831012476
LPC(12:0),C20 H42 N O7 P,LPC,12,00,52,439.26842,Area: s06_77.raw (F30),1.529,138492.221236418
PA(60:0),C63 H125 O8 P,PA,60,00,51,1040.90858,Area: s06_77.raw (F30),18.747,61602.58578727
PC(4:0_12:0),C24 H48 N O8 P,PC,16,00,51,509.30999,Area: s06_77.raw (F30),1.44,171648.350256825
PS(38:8),C44 H70 N O10 P,PS,38,08,52,803.47085,Area: s06_77.raw (F30),6.521,120195.269431553
LPC(20:1),C28 H56 N O7 P,LPC,20,01,52,549.37756,Area: s06_77.raw (F30),4.042,108865.400890359
Cer(d40:1),C40 H79 N O3,Cer,d40,1,44,621.604,Area: s06_77.raw (F30),17.452,29193.9345708233
